,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,GeoRefNo,Prop_Addr,Latitude,Longitude,RemodScore,MaintenanceNeedScore
1407,902456015,1020,64500,50,C (all),63.0,4761,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Fa,3,BrkTil,TA,3.0,No,Unf,0.0,Unf,0.0,1020.0,1020.0,GasA,Fa,N,FuseP,1020,0,0,0.0,0.0,1,0,2,1,Fa,5,Typ,0,,,,,0.0,0.0,,0.0,N,0,0,105,0,0,0,,,,0,10,2006,ConLD,Normal,902456015.0,115 CENTER AVE,42.02348365,-93.60706065,6,3.0
1436,902325070,2138,106000,75,RM,90.0,8100,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,,0.0,TA,2,PConc,TA,2.0,No,Unf,0.0,Unf,0.0,849.0,849.0,GasA,TA,N,FuseA,1075,1063,0,0.0,0.0,2,0,2,3,TA,11,Typ,0,,Detchd,1910.0,Unf,2.0,360.0,Fa,4.0,N,40,156,0,0,0,0,,MnPrv,,0,11,2009,WD ,Normal,902325070.0,803 KELLOGG AVE,42.02907647,-93.61392424,5,3.0
2308,534455030,1496,141500,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,203.0,Fa,3,CBlock,TA,2.0,No,Rec,658.0,Unf,0.0,638.0,1296.0,GasA,TA,Y,SBrkr,1496,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1960.0,RFn,2.0,450.0,TA,2.0,Y,0,22,0,0,0,0,,MnPrv,,0,2,2008,WD ,Normal,534455030.0,1410 16TH ST,42.03819044,-93.62829389,5,2.9
2114,909101190,2230,118500,75,RL,60.0,6204,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,2,PConc,TA,3.0,No,Unf,0.0,Unf,0.0,795.0,795.0,GasA,TA,N,SBrkr,954,795,481,1.0,0.0,1,0,5,1,TA,10,Typ,0,,Detchd,1997.0,Unf,1.0,440.0,TA,1.0,Y,0,188,0,0,0,0,,,,0,3,2006,WD ,Normal,909101190.0,217 S HYLAND AVE,42.02188533,-93.65567301,6,2.9
1669,908152060,1044,133500,80,RL,65.0,6285,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Gable,CompShg,HdBoard,Plywood,,0.0,TA,3,CBlock,TA,2.0,Av,GLQ,504.0,Unf,0.0,456.0,960.0,GasA,TA,Y,SBrkr,1044,0,0,1.0,0.0,1,0,3,1,TA,7,Typ,1,Fa,Detchd,1976.0,Unf,2.0,528.0,TA,3.0,Y,228,0,0,0,0,0,,,,0,4,2007,WD ,Normal,908152060.0,4126 APLIN RD,42.01983696,-93.67381812,4,2.9
1949,535402270,1040,163000,20,RL,77.0,11500,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,,0.0,Fa,2,CBlock,TA,3.0,No,BLQ,872.0,Rec,60.0,108.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,1.0,0.0,1,0,3,1,TA,6,Min1,1,Po,Attchd,1967.0,RFn,2.0,480.0,TA,2.0,Y,0,0,156,0,0,0,,MnPrv,,0,5,2009,WD ,Normal,535402270.0,113 E O NEIL DR,42.04031159,-93.6104115,5,2.9
1183,908225180,936,97900,50,RL,56.0,6956,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1948,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,1,CBlock,Fa,2.0,Mn,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Ex,Y,SBrkr,624,312,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1948.0,Unf,1.0,265.0,TA,4.0,Y,0,0,0,0,0,0,,,,0,4,2006,WD ,Normal,908225180.0,3323 TRIPP ST,42.02011555,-93.66207774,6,2.9
2154,905101200,1029,118500,20,RL,61.0,7943,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,192.0,TA,3,CBlock,TA,2.0,Mn,Rec,903.0,Unf,0.0,126.0,1029.0,GasA,Gd,Y,SBrkr,1029,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1961.0,Unf,1.0,261.0,TA,2.0,Y,64,0,39,0,0,0,,,,0,4,2007,WD ,Normal,905101200.0,3812 ONTARIO ST,42.03442457,-93.67004947,5,2.9
1973,535126100,1392,110000,20,RL,120.0,13560,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,TA,2,CBlock,Fa,3.0,No,Unf,0.0,Unf,0.0,1392.0,1392.0,GasA,Gd,Y,SBrkr,1392,0,0,1.0,0.0,1,0,2,1,TA,5,Maj2,2,TA,Attchd,1968.0,RFn,2.0,576.0,TA,2.0,Y,0,0,240,0,0,0,,,,0,7,2009,WD ,Normal,535126100.0,2407 DUFF AVE,42.04590928,-93.61425502,5,2.9
2389,534201250,1770,155000,60,RL,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,300.0,TA,2,CBlock,Gd,3.0,Mn,ALQ,361.0,Rec,483.0,56.0,900.0,GasA,Ex,Y,SBrkr,884,886,0,1.0,0.0,1,1,4,1,TA,7,Typ,0,,Attchd,1968.0,RFn,2.0,530.0,TA,2.0,Y,0,60,0,0,270,0,,,Shed,455,6,2006,WD ,Normal,534201250.0,1219 24TH ST,42.04573825,-93.62630938,5,2.9
1487,527357110,1308,146900,60,RL,75.0,9743,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,5,6,1969,1969,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,2,CBlock,TA,3.0,No,BLQ,280.0,Unf,0.0,440.0,720.0,GasA,Gd,Y,SBrkr,720,588,0,0.0,0.0,1,1,3,1,TA,7,Typ,0,,Detchd,1969.0,Unf,2.0,484.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,6,2008,WD ,Normal,527357110.0,2918 EISENHOWER AVE,42.05037326,-93.63712516,5,2.9
2570,532376170,890,115000,190,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,2fmCon,1Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,2,CBlock,TA,3.0,Mn,ALQ,890.0,Unf,0.0,0.0,890.0,GasA,Gd,N,SBrkr,890,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1970.0,Unf,1.0,308.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,4,2008,WD ,Normal,532376170.0,3909 TORONTO ST,42.03571149,-93.6711582,5,2.9
2044,534479130,1578,133000,50,RL,79.0,9490,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,CBlock,TA,2.0,No,BLQ,403.0,Rec,165.0,238.0,806.0,GasA,TA,Y,FuseA,958,620,0,1.0,0.0,1,0,3,1,Fa,5,Typ,2,TA,Attchd,1941.0,Unf,1.0,240.0,TA,2.0,Y,0,0,32,0,0,0,,MnPrv,,0,8,2006,WD ,Normal,534479130.0,1323 GRAND AVE,42.03492251,-93.62054071,6,2.8000000000000003
2052,535375130,1034,109000,50,RL,60.0,10134,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,CBlock,TA,2.0,No,Unf,0.0,Unf,0.0,735.0,735.0,GasA,Gd,Y,FuseA,735,299,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1940.0,Unf,1.0,240.0,TA,2.0,Y,0,39,0,0,0,0,,,,0,7,2007,WD ,Normal,535375130.0,1516 BURNETT AVE,42.03733263,-93.61544869,6,2.8000000000000003
2504,902406030,960,125000,20,RM,65.0,9750,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,2,CBlock,TA,2.0,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,Ex,Y,SBrkr,960,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,2002.0,Unf,2.0,624.0,TA,2.0,Y,0,0,0,0,0,0,,,Gar2,4500,7,2006,WD ,Normal,902406030.0,317 E 6TH ST,42.02712578,-93.60598765,6,2.8000000000000003
2505,535354200,1824,146000,90,RL,76.0,12436,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,CBlock,TA,2.0,No,Unf,0.0,Unf,0.0,1824.0,1824.0,GasA,Fa,Y,FuseA,1824,0,0,0.0,0.0,2,0,5,2,TA,9,Typ,0,,Detchd,1958.0,Unf,2.0,484.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,1,2008,WD ,Normal,535354200.0,1318 WILSON AVE,42.03481163,-93.61841951,6,2.8000000000000003
1829,909275080,1567,205000,50,RL,60.0,13680,Pave,,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,CBlock,TA,2.0,No,ALQ,728.0,Unf,0.0,112.0,840.0,GasA,Ex,Y,SBrkr,840,727,0,1.0,0.0,1,1,2,1,TA,6,Min2,2,TA,Detchd,1961.0,Unf,2.0,440.0,TA,2.0,Y,0,21,150,0,0,0,,GdPrv,,0,2,2009,WD ,Normal,909275080.0,333 PEARSON AVE,42.01981581,-93.64266961,6,2.8000000000000003
1803,909176140,1691,127000,50,RL,50.0,5000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,2,BrkTil,TA,2.0,No,LwQ,218.0,Unf,0.0,808.0,1026.0,GasA,TA,Y,SBrkr,1026,665,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Detchd,1924.0,Unf,1.0,308.0,TA,2.0,Y,0,0,242,0,0,0,,,,0,5,2010,WD ,Normal,909176140.0,2521 LITTLE ST,42.01774338,-93.65050594,6,2.8000000000000003
1526,526351010,1329,172000,20,RL,81.0,14267,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,108.0,TA,2,CBlock,TA,2.0,No,ALQ,923.0,Unf,0.0,406.0,1329.0,GasA,TA,Y,SBrkr,1329,0,0,0.0,0.0,1,1,3,1,Gd,6,Typ,0,,Attchd,1958.0,Unf,1.0,312.0,TA,2.0,Y,393,36,0,0,0,0,,,Gar2,12500,6,2010,WD ,Normal,526351010.0,630 RIVER OAK DR,42.05269954,-93.61883291,6,2.8000000000000003
2093,535451100,1238,102000,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1950,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,2,CBlock,TA,2.0,No,LwQ,432.0,Unf,0.0,432.0,864.0,GasA,Fa,Y,FuseA,1238,0,0,0.0,0.0,1,1,3,1,TA,6,Min2,1,TA,Attchd,1950.0,Unf,1.0,357.0,TA,2.0,Y,0,171,0,0,0,0,,,,0,11,2007,WD ,Normal,535451100.0,1421 STAFFORD AVE,42.03605315,-93.60799748,6,2.8000000000000003
1296,902329090,1762,157000,70,RM,60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,BrkTil,Fa,2.0,No,Unf,0.0,Unf,0.0,596.0,596.0,GasA,Ex,Y,SBrkr,998,764,0,1.0,0.0,1,1,4,1,Gd,8,Typ,0,,Detchd,1989.0,Unf,2.0,576.0,TA,2.0,N,36,0,221,0,0,0,,,,0,10,2006,WD ,Normal,902329090.0,700 KELLOGG AVE,42.028079,-93.61366,6,2.8000000000000003
1298,903233080,2009,150000,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,BrkTil,TA,2.0,Mn,Rec,300.0,LwQ,240.0,449.0,989.0,GasA,TA,Y,SBrkr,1245,764,0,0.0,0.0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,1939.0,Unf,2.0,400.0,TA,2.0,Y,0,20,0,0,0,0,,MnPrv,,0,1,2008,WD ,Normal,903233080.0,1021 HARDING AVE,42.03159403,-93.62152434,6,2.8000000000000003
1267,905427010,2009,235000,70,RL,114.0,19950,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1928,1950,Gable,CompShg,WdShing,Plywood,,0.0,TA,2,PConc,TA,2.0,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,1337,672,0,0.0,0.0,2,0,4,1,TA,8,Typ,2,Gd,2Types,1928.0,Unf,3.0,795.0,TA,2.0,P,0,42,0,0,180,0,,,,0,12,2006,WD ,Normal,905427010.0,3312 OAKLAND ST,42.02820253,-93.66171537,6,2.8000000000000003
1268,908102100,1214,140000,20,RL,70.0,9170,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,2,CBlock,TA,2.0,No,ALQ,698.0,GLQ,96.0,420.0,1214.0,GasA,Ex,Y,SBrkr,1214,0,0,1.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1965.0,Unf,2.0,461.0,Fa,3.0,Y,0,0,184,0,0,0,,GdPrv,Shed,400,4,2007,WD ,Normal,908102100.0,202 SOUTH DAKOTA AVE,42.0210994,-93.67855367,5,2.8000000000000003
457,909278020,1343,154900,50,RL,54.0,7681,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,BrkTil,TA,2.0,No,Unf,0.0,Unf,0.0,731.0,731.0,GasA,Ex,Y,SBrkr,820,523,0,0.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1921.0,Unf,1.0,186.0,Fa,2.0,Y,192,0,102,0,0,0,,,,0,7,2009,WD ,Normal,909278020.0,602 ASH AVE,42.0168864,-93.644184,6,2.8000000000000003
2070,535450100,1521,147500,50,RL,60.0,12144,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,6,1950,1950,Gable,CompShg,BrkComm,Wd Sdng,,0.0,TA,2,CBlock,TA,2.0,No,Rec,455.0,Unf,0.0,455.0,910.0,GasA,Gd,Y,SBrkr,910,611,0,0.0,0.0,1,1,3,1,Gd,6,Min2,0,,Detchd,1950.0,Unf,1.0,597.0,Fa,2.0,Y,199,0,168,0,0,0,,,,0,9,2006,WD ,Normal,535450100.0,1431 CARROLL AVE,42.03618424,-93.60909058,6,2.8000000000000003
2077,909178160,1489,139500,50,RL,60.0,9900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,2,BrkTil,TA,2.0,No,Unf,0.0,Unf,0.0,778.0,778.0,GasA,TA,Y,SBrkr,944,545,0,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1.0,240.0,TA,2.0,Y,335,0,0,0,0,0,,GdWo,,0,7,2009,WD ,Normal,909178160.0,609 STANTON AVE,42.01681718,-93.64860476,6,2.8000000000000003
481,909250200,1510,149000,70,RL,69.0,4899,Pave,,Reg,HLS,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,PConc,TA,2.0,No,BLQ,305.0,Unf,0.0,450.0,755.0,GasA,Ex,Y,SBrkr,755,755,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,1.0,216.0,TA,2.0,Y,0,0,164,0,0,0,,,,0,6,2006,WD ,Normal,909250200.0,428 STANTON AVE,42.01875678,-93.64838682,6,2.8000000000000003
1037,535180130,1337,108000,50,RL,60.0,8382,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,5,1956,1956,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,CBlock,TA,2.0,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,TA,Y,FuseA,832,505,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1956.0,Unf,1.0,263.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,2,2010,WD ,Normal,535180130.0,223 20TH ST,42.04210784,-93.61296405,6,2.8000000000000003
1043,902106010,1558,150000,70,RM,57.0,6406,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,BrkTil,TA,2.0,No,ALQ,421.0,Unf,0.0,269.0,690.0,GasA,TA,Y,FuseA,868,690,0,0.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1939.0,Unf,2.0,400.0,TA,2.0,Y,0,36,0,0,182,0,,MnPrv,,0,10,2009,WD ,Normal,902106010.0,622 11TH ST,42.03204762,-93.61896053,6,2.8000000000000003
2439,535152200,1176,136500,20,RL,74.0,8856,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,143.0,TA,2,CBlock,TA,2.0,No,ALQ,621.0,LwQ,52.0,503.0,1176.0,GasA,TA,Y,SBrkr,1176,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,1.0,292.0,TA,2.0,Y,0,88,0,0,95,0,,,,0,5,2008,WD ,Normal,535152200.0,2204 JENSEN AVE,42.04400232,-93.61859892,6,2.8000000000000003
1057,535302070,948,125000,20,RL,60.0,10950,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,CBlock,TA,2.0,No,ALQ,441.0,Unf,0.0,507.0,948.0,GasA,TA,Y,SBrkr,948,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1952.0,Unf,2.0,410.0,TA,2.0,N,0,48,0,0,0,0,,,,0,4,2007,WD ,Normal,535302070.0,1823 BURNETT AVE,42.04054722,-93.61565978,6,2.8000000000000003
1058,905480030,1258,105000,50,RL,60.0,9060,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,2,BrkTil,TA,2.0,Mn,Rec,204.0,Unf,0.0,356.0,560.0,GasA,TA,Y,SBrkr,698,560,0,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1939.0,Unf,1.0,280.0,TA,2.0,P,0,0,0,0,0,0,,MnPrv,,0,10,2009,WD ,Normal,905480030.0,3122 STORY ST,42.02367542,-93.65978894,6,2.8000000000000003
1027,909254070,1802,200100,70,RL,54.0,7588,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,CompShg,Stucco,Stucco,,0.0,TA,2,BrkTil,Fa,2.0,No,LwQ,352.0,Unf,0.0,441.0,793.0,GasA,Gd,Y,SBrkr,901,901,0,0.0,0.0,1,1,4,1,TA,9,Typ,1,Gd,Detchd,1920.0,Unf,1.0,216.0,Fa,2.0,Y,0,0,40,0,0,0,,,,0,7,2006,WD ,Normal,909254070.0,611 ASH AVE,42.016565,-93.644405,6,2.8000000000000003
991,904302020,879,80000,30,RL,50.0,5220,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,3,1936,1950,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,2,BrkTil,TA,2.0,No,Unf,0.0,Unf,0.0,830.0,830.0,GasA,Gd,Y,SBrkr,879,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1936.0,Unf,1.0,180.0,TA,2.0,P,0,108,0,0,0,0,,,,0,1,2006,WD ,Normal,904302020.0,2818 OAKLAND ST,42.02789525,-93.65663732,6,2.8000000000000003
928,909100110,1647,128000,70,RL,66.0,6858,Pave,,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,PConc,Gd,2.0,No,Unf,0.0,Unf,0.0,806.0,806.0,GasA,TA,N,FuseF,841,806,0,1.0,0.0,1,1,4,1,Fa,6,Typ,0,,Detchd,1920.0,Unf,1.0,216.0,TA,2.0,Y,0,66,136,0,0,0,,,,0,5,2010,WD ,Normal,909100110.0,109 S HYLAND AVE,42.0225059,-93.65568467,6,2.8000000000000003
932,903400040,1824,180500,70,RL,60.0,13515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,PConc,TA,2.0,No,Unf,0.0,Unf,0.0,764.0,764.0,GasA,Ex,Y,FuseA,1060,764,0,0.0,0.0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1940.0,Unf,2.0,520.0,TA,2.0,N,0,0,126,0,0,0,,GdPrv,,0,7,2007,WD ,Normal,903400040.0,821 RIDGEWOOD AVE,42.02943136,-93.62580582,6,2.8000000000000003
81,535453020,1256,159000,20,RL,80.0,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,2,PConc,TA,2.0,No,BLQ,476.0,Rec,488.0,292.0,1256.0,GasA,Gd,Y,FuseA,1256,0,0,1.0,0.0,1,1,3,1,Gd,6,Typ,0,,Attchd,1959.0,RFn,1.0,311.0,TA,2.0,Y,0,240,0,0,0,0,,,,0,5,2008,WD ,Normal,535453020.0,1523 GLENDALE AVE,42.03713342,-93.60600708,6,2.8000000000000003
82,535379100,1130,120000,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,,0.0,TA,2,BrkTil,TA,2.0,No,Rec,821.0,Unf,0.0,299.0,1120.0,GasA,Ex,Y,SBrkr,1130,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1970.0,Unf,2.0,720.0,TA,2.0,Y,229,0,0,0,0,0,,,,0,6,2006,WD ,Normal,535379100.0,1408 KELLOGG AVE,42.03590353,-93.61386527,6,2.8000000000000003
424,909279010,2480,205000,90,RL,,8145,Pave,,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,Duplex,2.5Unf,7,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,BrkTil,TA,2.0,No,LwQ,246.0,Unf,0.0,674.0,920.0,GasA,Ex,Y,SBrkr,1240,1240,0,0.0,0.0,2,1,5,2,TA,13,Typ,2,Gd,Detchd,1940.0,Unf,2.0,400.0,TA,2.0,Y,0,0,57,0,0,0,,,,0,7,2009,WD ,Normal,909279010.0,2159 COUNTRY CLUB BLVD 2157,42.01580493,-93.64382078,6,2.8000000000000003
