,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,GeoRefNo,Prop_Addr,Latitude,Longitude,RemodScore,MaintenanceNeedScore
1568,535304170,1040,136000,20,RL,68.0,7942,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,CBlock,TA,2.0,No,Rec,85.0,ALQ,955.0,0.0,1040.0,GasA,TA,Y,FuseF,1040,0,0,0.0,1.0,1,0,3,1,TA,6,Typ,0,,Attchd,1953.0,Fin,1.0,293.0,TA,2.0,Y,0,0,0,0,0,0,,MnPrv,,0,6,2007,WD ,Normal,535304170.0,1712 WILSON AVE,42.039626,-93.618395,6,2.8000000000000003
2572,534430050,816,129800,30,RL,60.0,8550,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1934,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,CBlock,TA,2.0,No,BLQ,574.0,Unf,0.0,242.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,1,Fa,Attchd,1949.0,Unf,1.0,240.0,TA,2.0,Y,228,0,40,0,0,0,,MnPrv,,0,7,2006,WD ,Normal,534430050.0,1008 MURRAY DR,42.03918705,-93.62389636,6,2.8000000000000003
2295,909101100,1298,122000,50,RL,45.0,8212,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,CBlock,TA,2.0,No,Rec,626.0,Unf,0.0,94.0,720.0,GasA,Ex,Y,SBrkr,854,444,0,0.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Detchd,1940.0,Unf,1.0,256.0,TA,2.0,Y,84,0,0,0,0,0,,,,0,9,2009,WD ,Normal,909101100.0,2902 WOOD ST,42.02208185,-93.65683994,6,2.8000000000000003
2566,910200110,1215,141000,50,RM,50.0,7000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,BrkTil,TA,2.0,No,ALQ,375.0,Unf,0.0,345.0,720.0,GasA,Gd,Y,FuseA,720,495,0,0.0,0.0,1,0,3,1,Gd,6,Typ,0,,Detchd,1965.0,Fin,2.0,720.0,TA,2.0,Y,0,0,30,0,0,0,,MnPrv,,0,5,2007,WD ,Normal,910200110.0,130 S RIVERSIDE DR,42.02242708,-93.62946408,6,2.8000000000000003
1624,909177120,1424,168000,30,RL,60.0,7290,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,TA,2,BrkTil,TA,2.0,No,Unf,0.0,Unf,0.0,1228.0,1228.0,GasA,Ex,Y,SBrkr,1424,0,0,0.0,0.0,2,0,2,1,TA,7,Typ,1,Gd,Attchd,1921.0,Unf,1.0,312.0,TA,2.0,Y,0,0,90,0,0,0,,,,0,4,2008,WD ,Normal,909177120.0,538 HAYWARD AVE,42.01705749,-93.65159812,6,2.8000000000000003
1627,534451150,1306,76500,30,RL,55.0,5350,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,4,CBlock,TA,2.0,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,1306,0,0,0.0,0.0,1,0,3,1,Fa,6,Mod,0,,,,,0.0,0.0,,0.0,Y,263,0,0,0,0,0,,GdWo,Shed,450,5,2010,WD ,Normal,534451150.0,1422 SUMMIT AVE,42.03560674,-93.62932983,5,2.8000000000000003
1628,535375010,792,99900,20,RL,53.0,5470,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,CBlock,TA,2.0,No,Unf,0.0,Unf,0.0,792.0,792.0,GasA,Gd,Y,FuseA,792,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Attchd,1958.0,Unf,1.0,366.0,Fa,2.0,Y,0,90,0,0,0,0,,,,0,8,2009,WD ,Normal,535375010.0,316 16TH ST,42.0382226,-93.61435296,6,2.8000000000000003
1598,908225290,1368,120000,20,RL,70.0,11767,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,CBlock,Fa,2.0,Mn,Rec,1078.0,Unf,0.0,0.0,1078.0,GasA,TA,Y,FuseA,1368,0,0,1.0,0.0,1,0,3,1,TA,6,Min1,0,,Attchd,1950.0,RFn,1.0,195.0,TA,2.0,Y,0,41,211,0,0,0,,,Shed,900,6,2009,WD ,Normal,908225290.0,210 S FRANKLIN AVE,42.02042696,-93.66464523,6,2.8000000000000003
1600,535179120,922,116000,20,RL,72.0,9770,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,CBlock,TA,2.0,No,Rec,512.0,Unf,0.0,410.0,922.0,GasA,TA,Y,FuseA,922,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1957.0,Unf,1.0,308.0,TA,2.0,Y,0,34,0,0,0,0,,GdWo,,0,4,2007,WD ,Normal,535179120.0,221 21ST ST,42.04305854,-93.61275377,6,2.8000000000000003
201,910203230,641,85000,30,RM,50.0,7030,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1925,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,BrkTil,TA,2.0,No,Unf,0.0,Unf,0.0,641.0,641.0,GasA,Gd,Y,SBrkr,641,0,0,0.0,0.0,1,0,2,1,Fa,4,Typ,0,,Detchd,1925.0,Unf,1.0,272.0,TA,2.0,N,184,0,70,0,0,0,,MnPrv,,0,3,2006,WD ,Normal,910203230.0,304 S RIVERSIDE DR,42.02086349,-93.62945982,6,2.8000000000000003
170,535381040,2377,142900,50,RL,60.0,10410,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,BrkTil,TA,2.0,No,Unf,0.0,Unf,0.0,1313.0,1313.0,GasA,TA,Y,SBrkr,1313,0,1064,0.0,0.0,2,0,3,1,Gd,8,Min2,1,TA,Detchd,1954.0,Unf,2.0,528.0,TA,2.0,Y,0,0,432,0,0,0,,,,0,6,2009,WD ,Normal,535381040.0,1311 KELLOGG AVE,42.03476543,-93.6140852,6,2.8000000000000003
812,909251030,1422,136500,30,RL,54.0,7223,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1926,1950,Hip,CompShg,Stucco,Plywood,,0.0,TA,2,PConc,TA,2.0,Mn,BLQ,319.0,Unf,0.0,971.0,1290.0,GasA,TA,Y,SBrkr,1422,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1973.0,Unf,1.0,352.0,TA,2.0,Y,0,0,64,0,0,0,,MnPrv,,0,4,2007,WD ,Normal,909251030.0,2328 BAKER ST,42.01788029,-93.64704514,6,2.8000000000000003
815,903454080,1376,119500,50,RM,50.0,8600,Pave,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,BrkTil,TA,2.0,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,TA,Y,SBrkr,780,596,0,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1937.0,Unf,1.0,198.0,TA,2.0,N,0,0,0,0,0,0,,,,0,6,2006,WD ,Normal,903454080.0,1207 N 2ND ST,42.02410592,-93.62703998,6,2.8000000000000003
2353,903425110,1710,140000,70,RM,50.0,10300,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,,0.0,TA,2,BrkTil,TA,2.0,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,Gd,Y,SBrkr,902,808,0,0.0,0.0,2,0,3,1,TA,9,Typ,0,,Detchd,1990.0,Unf,2.0,480.0,TA,2.0,Y,12,11,64,0,0,0,,GdPrv,,0,4,2010,WD ,Normal,903425110.0,721 NORTHWESTERN AVE,42.02850317,-93.6237345,6,2.8000000000000003
1081,902301080,1284,110000,50,RM,50.0,3500,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,2,CBlock,TA,2.0,No,LwQ,312.0,Unf,0.0,408.0,720.0,GasA,TA,Y,SBrkr,720,564,0,0.0,0.0,1,1,2,1,TA,5,Typ,0,,Detchd,1948.0,Unf,1.0,240.0,TA,2.0,Y,0,35,0,0,0,0,,MnWw,,0,4,2009,WD ,Normal,902301080.0,515 8TH ST,42.02897515,-93.61729698,6,2.8000000000000003
1924,534475100,1063,128000,20,RL,80.0,9920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,TA,2,CBlock,TA,2.0,No,Rec,354.0,LwQ,290.0,412.0,1056.0,GasA,TA,Y,SBrkr,1063,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1954.0,RFn,1.0,280.0,TA,2.0,Y,0,0,164,0,0,0,,MnPrv,,0,2,2010,WD ,Normal,534475100.0,1411 CURTISS AVE,42.03597621,-93.62478977,6,2.8000000000000003
1604,909175100,1694,136500,50,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,PConc,TA,2.0,No,Rec,423.0,Unf,0.0,758.0,1181.0,GasA,Fa,Y,SBrkr,1390,304,0,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1925.0,Unf,2.0,576.0,TA,2.0,Y,342,0,128,0,0,0,,,,0,6,2008,WD ,Normal,909175100.0,517 HAYWARD AVE,42.01733037,-93.651822,6,2.8000000000000003
2380,535450070,1268,133000,40,RL,60.0,12144,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,2,CBlock,TA,2.0,No,Rec,375.0,Unf,0.0,457.0,832.0,GasA,Gd,Y,SBrkr,1036,0,232,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1949.0,Unf,1.0,288.0,TA,2.0,Y,0,28,0,0,0,0,,,Othr,0,9,2009,WD ,Normal,535450070.0,1511 CARROLL AVE,42.03711556,-93.60909744,6,2.8000000000000003
2387,902401010,1111,116900,50,RM,,5700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,PConc,TA,2.0,No,Unf,0.0,Unf,0.0,572.0,572.0,GasA,TA,Y,SBrkr,572,539,0,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1982.0,Unf,1.0,288.0,TA,2.0,Y,0,0,176,0,0,0,,,,0,8,2008,WD ,Normal,902401010.0,114 E 8TH ST,42.0288313,-93.61014988,6,2.8000000000000003
1067,902205130,960,108500,30,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,2,PConc,TA,2.0,No,ALQ,250.0,Unf,0.0,710.0,960.0,GasA,Gd,Y,FuseA,960,0,0,0.0,0.0,1,0,2,1,Fa,5,Typ,0,,Detchd,1997.0,Unf,1.0,308.0,TA,2.0,Y,0,0,168,0,0,0,,,,0,7,2007,WD ,Normal,902205130.0,1128 STAFFORD AVE,42.03241014,-93.60769443,6,2.8000000000000003
1910,902110090,1347,143000,20,RM,69.0,5805,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,1Story,5,7,1957,1957,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,2,CBlock,TA,2.0,Mn,BLQ,274.0,Rec,1073.0,0.0,1347.0,GasA,Gd,Y,SBrkr,1347,0,0,1.0,1.0,1,0,3,1,Gd,6,Typ,0,,Detchd,1957.0,Unf,2.0,551.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,6,2010,WD ,Normal,902110090.0,513 9TH ST,42.03028302,-93.61732245,6,2.8000000000000003
1885,534476100,1216,135000,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,144.0,TA,2,CBlock,TA,2.0,No,ALQ,996.0,Unf,0.0,60.0,1056.0,GasA,Ex,Y,FuseA,1216,0,0,1.0,0.0,1,0,3,1,TA,7,Typ,0,,Attchd,1951.0,RFn,1.0,280.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,5,2006,WD ,Normal,534476100.0,1417 MARSTON AVE,42.03605081,-93.623741,6,2.8000000000000003
1020,909276010,1517,230000,70,RL,,11435,Pave,,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,,0.0,TA,2,PConc,Gd,2.0,No,Unf,0.0,Unf,0.0,792.0,792.0,GasA,Fa,Y,SBrkr,792,725,0,0.0,0.0,1,0,3,1,Gd,7,Typ,2,Gd,Detchd,1931.0,Unf,2.0,400.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,6,2006,WD ,Normal,909276010.0,400 PEARSON AVE,42.018934,-93.642325,6,2.8000000000000003
155,903231050,884,113000,45,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,7,1939,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,Gd,2,BrkTil,TA,2.0,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Ex,Y,SBrkr,884,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1939.0,Unf,1.0,240.0,TA,2.0,Y,0,0,136,0,0,0,,MnPrv,,0,7,2007,WD ,Normal,903231050.0,1113 MARSTON AVE,42.0323832,-93.6236834,6,2.8000000000000003
159,535325340,1005,133500,20,RL,65.0,11050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,CBlock,TA,2.0,No,LwQ,488.0,Unf,0.0,517.0,1005.0,GasA,Ex,Y,SBrkr,1005,0,0,0.0,0.0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1956.0,Unf,1.0,319.0,TA,2.0,Y,0,0,0,0,288,0,,,,0,7,2006,WD ,Normal,535325340.0,221 16TH ST,42.038378,-93.6127498,6,2.8000000000000003
187,535150210,1098,135000,20,RL,,7390,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,151.0,TA,2,CBlock,TA,2.0,No,ALQ,902.0,Unf,0.0,196.0,1098.0,GasA,TA,Y,SBrkr,1098,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1955.0,Unf,1.0,260.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,7,2008,WD ,Normal,535150210.0,2013 CLARK AVE,42.04247938,-93.61697728,6,2.8000000000000003
188,535453160,1040,133700,20,RL,70.0,7560,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,2,CBlock,TA,2.0,No,LwQ,369.0,Unf,0.0,671.0,1040.0,GasA,TA,Y,FuseA,1040,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1.0,286.0,TA,2.0,Y,140,0,252,0,0,0,,GdWo,,0,7,2006,WD ,Normal,535453160.0,1426 MAXWELL AVE,42.03614684,-93.60671839,6,2.8000000000000003
189,535353130,924,112500,20,RL,,15783,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,CBlock,TA,2.0,No,Rec,292.0,Unf,0.0,632.0,924.0,GasA,TA,Y,SBrkr,924,0,0,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1952.0,Unf,1.0,420.0,TA,2.0,Y,0,324,0,0,0,0,,MnPrv,Shed,400,6,2007,WD ,Normal,535353130.0,625 13TH ST,42.03456289,-93.61907957,6,2.8000000000000003
191,908250090,930,99000,20,RL,68.0,9520,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,Stone,115.0,TA,2,CBlock,Gd,2.0,No,Rec,767.0,Unf,0.0,144.0,911.0,GasA,TA,Y,SBrkr,930,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1953.0,RFn,1.0,286.0,TA,2.0,Y,134,0,0,0,0,0,,MnPrv,Gar2,3000,5,2008,WD ,Normal,908250090.0,3505 COY ST,42.01805245,-93.66655329,6,2.8000000000000003
1453,535455090,1278,127500,50,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,CBlock,TA,2.0,No,Rec,673.0,Unf,0.0,181.0,854.0,GasA,Fa,Y,FuseA,854,424,0,0.0,0.0,1,0,4,1,TA,6,Typ,0,,Attchd,1954.0,Unf,1.0,240.0,TA,2.0,Y,0,0,0,0,0,0,,MnWw,,0,4,2008,WD ,Normal,535455090.0,1312 CARROLL AVE,42.03477902,-93.608867,6,2.8000000000000003
1454,535176070,1244,150000,20,RL,90.0,11988,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,2,CBlock,TA,2.0,No,Rec,777.0,Unf,0.0,467.0,1244.0,GasA,Ex,Y,FuseA,1244,0,0,0.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,Unf,1.0,336.0,TA,2.0,Y,0,40,0,0,0,0,,,,0,5,2007,WD ,Normal,535176070.0,2204 DUFF AVE,42.04428257,-93.61316514,6,2.8000000000000003
762,903229040,1118,119900,190,RM,65.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,CBlock,Gd,2.0,Mn,Rec,507.0,Unf,0.0,286.0,793.0,GasA,TA,Y,SBrkr,793,325,0,1.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1939.0,Unf,2.0,410.0,TA,2.0,Y,0,0,0,0,271,0,,MnPrv,,0,5,2006,WD ,Normal,903229040.0,1209 GRAND AVE,42.03347219,-93.62047117,6,2.8000000000000003
766,902405120,1480,119000,50,RM,60.0,5400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,Fa,2,BrkTil,TA,2.0,No,Unf,0.0,Unf,0.0,972.0,972.0,GasA,Ex,Y,SBrkr,1044,0,436,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,1.0,207.0,Fa,2.0,Y,0,0,176,0,0,0,,,,0,9,2009,ConLI,Family,902405120.0,618 CARROLL AVE,42.02727941,-93.60867481,6,2.8000000000000003
1943,902406020,984,110000,20,RM,65.0,9750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164.0,TA,2,CBlock,TA,2.0,No,Rec,200.0,Unf,0.0,784.0,984.0,GasA,Gd,Y,SBrkr,984,0,0,1.0,0.0,1,0,2,1,Fa,5,Typ,0,,Detchd,1959.0,Unf,1.0,308.0,TA,2.0,N,0,0,0,0,0,0,,,,0,6,2008,WD ,Normal,902406020.0,321 E 6TH ST,42.02712547,-93.60594231,6,2.8000000000000003
1914,910200060,1285,145400,50,RM,50.0,7000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1926,1950,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,2,PConc,TA,2.0,No,ALQ,374.0,Unf,0.0,487.0,861.0,GasA,Ex,Y,SBrkr,861,424,0,0.0,1.0,1,0,3,1,TA,6,Typ,0,,Detchd,1950.0,Fin,2.0,506.0,TA,2.0,Y,96,0,132,0,0,0,,MnPrv,,0,5,2006,WD ,Normal,910200060.0,113 S RUSSELL AVE,42.02261582,-93.62844292,6,2.8000000000000003
1442,535302130,1152,137500,20,RL,102.0,9373,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,84.0,TA,2,CBlock,TA,2.0,No,Rec,500.0,LwQ,196.0,456.0,1152.0,GasA,TA,Y,SBrkr,1152,0,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Detchd,1971.0,Unf,2.0,636.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,5,2008,WD ,Normal,535302130.0,1802 CLARK AVE,42.04042164,-93.61705228,6,2.8000000000000003
1095,905479110,1164,125000,190,RL,68.0,10880,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,CBlock,TA,2.0,No,ALQ,1040.0,Unf,0.0,124.0,1164.0,GasW,TA,N,SBrkr,1164,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1950.0,Unf,1.0,240.0,TA,2.0,Y,0,48,0,0,0,0,,,,0,8,2008,ConLD,Normal,905479110.0,108 COLORADO AVE 110,42.02300441,-93.66289102,6,2.8000000000000003
1098,905475160,1089,125000,20,RL,62.0,7440,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,CBlock,Gd,2.0,No,BLQ,173.0,Unf,0.0,916.0,1089.0,GasW,TA,Y,SBrkr,1089,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1954.0,RFn,1.0,252.0,TA,2.0,P,328,0,0,0,0,0,,MnPrv,,0,9,2009,WD ,Normal,905475160.0,3208 WOODLAND ST,42.02631984,-93.66137351,6,2.8000000000000003
1100,905377010,1229,135000,20,RL,,17140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,2,CBlock,TA,2.0,No,ALQ,1059.0,Unf,0.0,75.0,1134.0,GasA,Ex,Y,FuseA,1229,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1956.0,RFn,1.0,284.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,4,2009,WD ,Normal,905377010.0,121 MCDONALD DR,42.02323952,-93.67102361,6,2.8000000000000003
2471,902406090,1795,131500,50,RM,81.0,12150,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,TA,2,BrkTil,TA,2.0,No,Unf,0.0,Unf,0.0,1050.0,1050.0,GasA,Ex,N,FuseF,1050,745,0,0.0,0.0,2,0,4,1,TA,7,Typ,0,,Attchd,1954.0,Unf,1.0,352.0,Fa,2.0,Y,0,0,0,0,0,0,,,,0,11,2008,WD ,Normal,902406090.0,320 E 7TH ST,42.02796205,-93.60675371,6,2.8000000000000003
