,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,GeoRefNo,Prop_Addr,Latitude,Longitude,RemodScore,MaintenanceNeedScore
2472,535353050,1647,153000,20,RL,75.0,9532,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1953,1953,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,2,CBlock,TA,2.0,No,BLQ,595.0,Rec,354.0,156.0,1105.0,GasA,Gd,Y,SBrkr,1647,0,0,1.0,0.0,1,0,3,1,TA,6,Min1,1,Fa,Attchd,1953.0,Fin,1.0,280.0,TA,2.0,Y,225,0,0,0,0,368,TA,GdPrv,,0,2,2007,WD ,Normal,535353050.0,1325 WILSON AVE,42.03488251,-93.61863983,6,2.8000000000000003
213,905452150,1609,149900,50,RL,75.0,9525,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,CBlock,TA,2.0,No,LwQ,468.0,Unf,0.0,532.0,1000.0,GasA,TA,Y,SBrkr,1068,541,0,0.0,0.0,1,1,5,1,TA,7,Typ,0,,Attchd,1953.0,Unf,1.0,305.0,Fa,2.0,Y,0,0,0,0,0,0,,,,0,7,2006,WD ,Normal,905452150.0,318 CRANE AVE,42.0258098,-93.66607205,6,2.8000000000000003
1809,902402130,1363,125500,70,RM,60.0,7740,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,2,CBlock,Fa,2.0,No,Unf,0.0,Unf,0.0,622.0,622.0,GasA,Gd,Y,SBrkr,741,622,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1966.0,Unf,2.0,528.0,TA,2.0,Y,0,0,0,0,168,0,,,,0,6,2010,WD ,Normal,902402130.0,713 CRAWFORD AVE,42.02827238,-93.60727534,6,2.8000000000000003
1784,535152010,1604,135000,90,RL,70.0,8267,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,2,CBlock,TA,2.0,No,Unf,0.0,Unf,0.0,1604.0,1604.0,GasA,TA,Y,SBrkr,1604,0,0,0.0,0.0,2,0,4,2,TA,8,Typ,0,,Attchd,1958.0,Unf,2.0,576.0,TA,2.0,Y,42,0,0,0,0,0,,,,0,3,2010,WD ,Normal,535152010.0,2317 CLARK AVE,42.0448312,-93.61772852,6,2.8000000000000003
821,535303110,1062,131000,20,RL,53.0,8128,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1954,1954,Hip,CompShg,MetalSd,MetalSd,BrkFace,80.0,TA,2,CBlock,TA,2.0,No,ALQ,490.0,Unf,0.0,572.0,1062.0,GasA,Gd,Y,SBrkr,1062,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1954.0,Unf,1.0,297.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,2,2009,WD ,Normal,535303110.0,608 DURRELL CIR,42.03966463,-93.61868875,6,2.8000000000000003
824,902207170,792,99500,30,RM,60.0,8520,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1923,1950,Gable,CompShg,Stucco,Stucco,,0.0,Gd,2,PConc,Fa,2.0,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,TA,Y,SBrkr,792,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1963.0,Unf,1.0,287.0,TA,2.0,Y,0,0,81,0,0,0,,GdWo,,0,2,2009,WD ,Normal,902207170.0,911 MAXWELL AVE,42.03030777,-93.60682602,6,2.8000000000000003
834,911226010,894,81000,30,C (all),120.0,18000,Grvl,,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,Fa,2,CBlock,TA,2.0,No,Unf,0.0,Unf,0.0,894.0,894.0,GasA,TA,Y,SBrkr,894,0,0,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1994.0,RFn,3.0,1248.0,TA,2.0,Y,0,20,0,0,0,0,,,Shed,560,8,2008,ConLD,Normal,911226010.0,130 CHERRY AVE,42.02238641,-93.60415459,6,2.8000000000000003
792,910201020,803,87000,45,RM,50.0,5000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,CBlock,TA,2.0,Av,BLQ,116.0,Unf,0.0,604.0,720.0,GasA,Po,N,FuseF,803,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1941.0,Unf,2.0,360.0,TA,2.0,Y,0,0,244,0,0,0,,,,0,12,2007,WD ,Normal,910201020.0,1224 LINCOLN WAY,42.02278729,-93.62725733,6,2.8000000000000003
1898,904350045,919,95000,50,RL,65.0,6001,Pave,,IR1,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,2,CBlock,Fa,2.0,No,LwQ,368.0,Unf,0.0,232.0,600.0,GasA,Ex,N,SBrkr,600,319,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1940.0,Unf,1.0,231.0,TA,2.0,Y,0,0,45,0,0,0,,MnPrv,,0,3,2010,WD ,Normal,904350045.0,3002 WOODLAND ST,42.026007,-93.65855121,6,2.8000000000000003
1899,535454150,1320,138000,50,RL,60.0,8064,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,CBlock,TA,2.0,No,ALQ,315.0,Unf,0.0,453.0,768.0,GasA,Ex,Y,SBrkr,819,501,0,0.0,0.0,2,0,3,1,TA,5,Typ,0,,Detchd,1994.0,Unf,2.0,576.0,TA,2.0,Y,108,0,0,0,0,0,,GdWo,,0,9,2008,WD ,Normal,535454150.0,1322 DUFF AVE,42.03487877,-93.61057217,6,2.8000000000000003
1901,909250080,1242,105000,70,RL,43.0,5707,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,BrkTil,TA,2.0,No,Unf,0.0,Unf,0.0,583.0,583.0,GasA,Gd,Y,FuseF,647,595,0,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1926.0,Unf,1.0,180.0,Fa,2.0,Y,329,96,0,0,0,0,,,,0,3,2009,WD ,Normal,909250080.0,2312 KNAPP ST,42.01908541,-93.64674682,6,2.8000000000000003
1906,905225080,2287,225000,50,RL,81.0,15593,Pave,,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,,0.0,Gd,2,CBlock,TA,2.0,No,BLQ,603.0,Unf,0.0,701.0,1304.0,GasW,TA,Y,SBrkr,1304,983,0,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2.0,667.0,TA,2.0,Y,0,21,114,0,0,0,,,,0,7,2006,WD ,Normal,905225080.0,3301 ROSS RD,42.032661,-93.662202,6,2.8000000000000003
243,534479320,1268,132000,20,RL,78.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,2,PConc,TA,2.0,No,LwQ,540.0,Unf,0.0,728.0,1268.0,GasA,Gd,Y,SBrkr,1268,0,0,0.0,0.0,1,0,2,1,TA,7,Typ,1,Gd,Attchd,1954.0,Fin,1.0,244.0,TA,2.0,Y,0,98,0,0,0,0,,,,0,3,2010,WD ,Normal,534479320.0,1526 HARDING AVE,42.03736035,-93.62139681,6,2.8000000000000003
736,535180120,1104,133000,20,RL,75.0,10425,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1958,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,CBlock,TA,2.0,No,Rec,774.0,Unf,0.0,330.0,1104.0,GasA,Gd,Y,SBrkr,1104,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1956.0,RFn,1.0,384.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,4,2008,WD ,Normal,535180120.0,217 20TH ST,42.04210734,-93.61285386,6,2.8000000000000003
737,534426110,1041,124500,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132.0,TA,2,CBlock,TA,2.0,No,ALQ,991.0,Unf,0.0,50.0,1041.0,GasA,Ex,Y,SBrkr,1041,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1.0,270.0,TA,2.0,Y,224,88,0,0,0,0,,MnPrv,,0,7,2009,WD ,Normal,534426110.0,1926 HUNZIKER DR,42.04122445,-93.62456661,6,2.8000000000000003
738,535403150,1194,159500,20,RL,79.0,8910,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,2,CBlock,TA,2.0,Mn,ALQ,655.0,Unf,0.0,0.0,655.0,GasA,Ex,Y,SBrkr,1194,0,0,0.0,1.0,1,0,3,1,TA,6,Typ,1,Fa,BuiltIn,1954.0,Fin,2.0,539.0,TA,2.0,Y,0,0,192,0,0,0,,,,0,7,2006,WD ,Normal,535403150.0,313 E 16TH ST,42.03835063,-93.60764076,6,2.8000000000000003
689,903235100,520,68500,30,RM,60.0,6324,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,BrkTil,TA,2.0,No,Unf,0.0,Unf,0.0,520.0,520.0,GasA,Fa,N,SBrkr,520,0,0,0.0,0.0,1,0,1,1,Fa,4,Typ,0,,Detchd,1920.0,Unf,1.0,240.0,Fa,2.0,Y,49,0,87,0,0,0,,,,0,5,2008,WD ,Normal,903235100.0,916 NORTHWESTERN AVE,42.03046517,-93.62447143,6,2.8000000000000003
692,903227080,1158,120000,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,2,BrkTil,TA,2.0,No,Unf,0.0,Unf,0.0,862.0,862.0,GasA,TA,Y,SBrkr,950,208,0,0.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,BuiltIn,1929.0,RFn,1.0,208.0,TA,2.0,Y,0,0,112,0,0,0,,,,0,7,2008,WD ,Normal,903227080.0,1204 MARSTON AVE,42.03343398,-93.62348343,6,2.8000000000000003
2181,534453140,906,87000,70,RL,50.0,4882,Pave,,IR1,Bnk,AllPub,Inside,Mod,BrkSide,RRAn,Feedr,1Fam,2Story,4,7,1937,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,PConc,TA,2.0,No,Rec,120.0,Unf,0.0,228.0,348.0,GasA,TA,Y,SBrkr,453,453,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Basment,1937.0,Unf,1.0,231.0,Fa,2.0,Y,0,0,0,0,0,0,,,,0,9,2008,WD ,Normal,534453140.0,1406 RIDGEWOOD AVE,42.03578542,-93.62827711,6,2.8000000000000003
2393,535456020,1150,141000,20,RL,70.0,7945,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,2,CBlock,TA,2.0,No,ALQ,179.0,BLQ,506.0,465.0,1150.0,GasA,Ex,Y,FuseA,1150,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1.0,300.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,5,2006,WD ,Normal,535456020.0,1319 MAXWELL AVE,42.03483608,-93.60692624,6,2.8000000000000003
208,909428170,1898,236500,20,RL,56.0,26073,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,MetalSd,,0.0,TA,2,PConc,TA,2.0,No,Rec,1116.0,Unf,0.0,782.0,1898.0,GasA,Ex,Y,FuseA,1898,0,0,0.0,0.0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1956.0,Unf,2.0,484.0,TA,2.0,Y,0,51,224,0,0,0,,MnPrv,,0,4,2008,WD ,Normal,909428170.0,2117 GREENBRIAR CIR,42.01264838,-93.64039074,6,2.8000000000000003
212,534475185,1505,149500,20,RL,128.0,12160,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,2,CBlock,TA,2.0,No,BLQ,1024.0,Unf,0.0,481.0,1505.0,GasA,Ex,Y,SBrkr,1505,0,0,1.0,0.0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1953.0,RFn,2.0,505.0,TA,2.0,Y,0,0,0,162,0,0,,,,0,2,2009,WD ,Normal,534475185.0,1306 NORTHWESTERN AVE,42.03475927,-93.62560212,6,2.8000000000000003
2219,903234160,986,102000,30,RM,60.0,6180,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,BrkTil,TA,2.0,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,TA,N,SBrkr,986,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1926.0,Unf,1.0,180.0,TA,2.0,Y,0,128,0,0,0,0,,,,0,5,2007,WD ,Normal,903234160.0,717 10TH ST,42.03136278,-93.62060108,6,2.8000000000000003
2437,902202150,1387,93000,190,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,CBlock,TA,2.0,No,Unf,0.0,Unf,0.0,811.0,811.0,GasA,TA,Y,FuseA,811,576,0,0.0,0.0,2,0,3,2,Gd,7,Typ,0,,BuiltIn,1954.0,Unf,1.0,256.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,11,2009,WD ,Normal,902202150.0,1228 STAFFORD AVE,42.03363257,-93.60774357,6,2.8000000000000003
1765,909275310,2624,239000,70,RL,86.0,22420,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,,0.0,TA,2,BrkTil,Gd,2.0,No,BLQ,1128.0,Unf,0.0,242.0,1370.0,GasW,TA,N,FuseA,1370,1254,0,1.0,0.0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1918.0,Unf,3.0,864.0,TA,2.0,N,0,0,0,0,0,0,,,,0,11,2007,WD ,Normal,909275310.0,320 ASH AVE,42.01990043,-93.64423816,6,2.8000000000000003
746,535325130,1145,127000,80,RL,55.0,7700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,2,CBlock,Gd,2.0,No,BLQ,271.0,Unf,0.0,30.0,301.0,GasA,Ex,Y,FuseA,1145,0,0,0.0,0.0,1,0,3,1,TA,6,Min2,0,,Detchd,1993.0,Unf,2.0,684.0,TA,2.0,Y,0,0,0,0,0,0,,GdWo,,0,9,2006,WD ,Normal,535325130.0,209 17TH ST,42.03939308,-93.61263997,6,2.8000000000000003
1929,904101110,1675,173000,20,RL,100.0,15263,Pave,,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,90.0,TA,2,CBlock,Gd,2.0,No,Rec,766.0,Unf,0.0,656.0,1422.0,GasA,Gd,Y,SBrkr,1675,0,0,0.0,0.0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1959.0,Unf,1.0,365.0,TA,2.0,Y,0,132,0,0,0,0,,,,0,5,2010,WD ,Normal,904101110.0,1115 HYLAND AVE,42.03239441,-93.65572485,6,2.8000000000000003
1770,909252010,1768,175000,50,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,2,BrkTil,Gd,2.0,No,ALQ,569.0,Unf,0.0,162.0,731.0,GasA,Ex,Y,SBrkr,981,787,0,1.0,0.0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1939.0,Unf,1.0,240.0,TA,2.0,Y,0,0,264,0,0,0,,MnPrv,,0,6,2007,WD ,Normal,909252010.0,2238 KNAPP ST,42.01909747,-93.64515978,6,2.8000000000000003
1073,903458170,1208,103000,30,RM,52.0,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,CBlock,TA,2.0,No,BLQ,152.0,Unf,0.0,628.0,780.0,GasA,TA,Y,FuseA,848,0,360,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1962.0,Unf,2.0,539.0,TA,2.0,Y,0,23,112,0,0,0,,,,0,1,2009,WD ,Normal,903458170.0,118 N HAZEL AVE,42.02315909,-93.62667988,6,2.8000000000000003
1423,902205090,928,112500,20,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,2,CBlock,TA,2.0,No,Rec,308.0,Unf,0.0,620.0,928.0,GasA,Gd,Y,FuseA,928,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1957.0,Fin,1.0,288.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,6,2008,WD ,Normal,902205090.0,1106 STAFFORD AVE,42.03220182,-93.60768388,6,2.8000000000000003
1468,535152130,1143,136000,20,RL,,8050,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,150.0,TA,2,CBlock,TA,2.0,No,BLQ,856.0,Rec,162.0,125.0,1143.0,GasA,TA,Y,SBrkr,1143,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1.0,308.0,TA,2.0,Y,0,0,0,0,0,0,,GdPrv,,0,5,2010,WD ,Normal,535152130.0,2103 CLARK AVE,42.04302518,-93.61714449,6,2.8000000000000003
2363,908275200,768,125000,20,RL,60.0,8172,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,CBlock,TA,2.0,No,BLQ,544.0,Unf,0.0,224.0,768.0,GasA,TA,Y,SBrkr,768,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,1,Fa,Detchd,1959.0,Unf,1.0,355.0,TA,2.0,Y,0,0,196,0,0,0,,MnPrv,,0,7,2007,WD ,Normal,908275200.0,403 HILLTOP RD,42.01891323,-93.66349621,6,2.8000000000000003
1500,527276150,864,141000,20,RL,140.0,19138,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,2,CBlock,TA,2.0,No,LwQ,120.0,Unf,0.0,744.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1951.0,Unf,2.0,400.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,6,2010,WD ,Normal,527276150.0,917 TOP O HOLLOW RD,42.05675269,-93.62326031,6,2.8000000000000003
128,535403210,1105,135000,20,RL,90.0,10454,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,Stone,143.0,TA,2,CBlock,TA,2.0,No,Rec,546.0,Unf,0.0,559.0,1105.0,GasA,Gd,Y,FuseA,1105,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1957.0,Unf,1.0,308.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,4,2009,WD ,Normal,535403210.0,1604 CARROLL AVE,42.0384825,-93.60890513,6,2.8000000000000003
2233,902206270,1798,137000,70,RM,57.0,9639,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,4,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,PConc,TA,2.0,No,Unf,0.0,Unf,0.0,1075.0,1075.0,GasA,Ex,Y,SBrkr,1156,642,0,0.0,0.0,2,1,4,1,TA,7,Typ,0,,Detchd,1935.0,Unf,2.0,342.0,TA,2.0,N,0,0,160,0,0,0,,MnPrv,,0,5,2007,WD ,Normal,902206270.0,930 DUFF AVE,42.031402,-93.610465,6,2.8000000000000003
2240,903227150,1453,132000,50,RM,53.0,6360,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,Stone,300.0,TA,2,CBlock,TA,2.0,No,Rec,360.0,LwQ,159.0,316.0,835.0,GasA,TA,Y,FuseA,955,498,0,0.0,0.0,1,1,3,1,Gd,7,Min2,2,Fa,Detchd,1942.0,Unf,1.0,240.0,TA,2.0,Y,0,0,35,0,148,0,,,,0,3,2010,WD ,Normal,903227150.0,1230 MARSTON AVE,42.03371335,-93.62349271,6,2.8000000000000003
855,535453100,1183,138000,80,RL,80.0,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,,0.0,TA,2,CBlock,Gd,2.0,Av,GLQ,433.0,Rec,95.0,0.0,528.0,GasA,TA,Y,SBrkr,1183,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1.0,288.0,TA,2.0,Y,0,0,0,0,0,0,,GdWo,,0,7,2009,WD ,Normal,535453100.0,1411 GLENDALE AVE,42.03581658,-93.60600425,6,2.8000000000000003
858,535455080,832,105500,45,RL,59.0,7227,Pave,,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,2,CBlock,TA,2.0,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,Gd,Y,SBrkr,832,0,0,0.0,0.0,1,0,2,1,Gd,4,Typ,0,,Detchd,1962.0,Unf,2.0,528.0,TA,2.0,Y,0,0,0,0,0,0,,,,0,6,2008,WD ,Normal,535455080.0,201 E 13TH ST,42.034627,-93.608814,6,2.8000000000000003
2256,903233030,1281,132500,50,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,BrkTil,TA,2.0,No,ALQ,351.0,Unf,0.0,405.0,756.0,GasA,Gd,Y,FuseA,903,378,0,1.0,0.0,1,0,2,1,Gd,6,Typ,0,,Detchd,1926.0,Unf,2.0,379.0,TA,2.0,Y,25,0,0,0,0,0,,,,0,8,2007,WD ,Normal,903233030.0,1123 HARDING AVE,42.03247648,-93.62154649,6,2.8000000000000003
1509,535302140,950,130000,20,RL,,12774,Pave,,Reg,Lvl,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,2,PConc,TA,2.0,No,BLQ,624.0,LwQ,128.0,232.0,984.0,GasW,TA,N,SBrkr,950,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1953.0,Unf,2.0,400.0,TA,2.0,Y,0,32,0,0,0,0,,GdWo,,0,7,2008,WD ,Normal,535302140.0,1812 CLARK AVE,42.04049987,-93.61705368,6,2.8000000000000003
1424,910205130,1558,152000,50,RM,75.0,13710,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,2,CBlock,TA,2.0,No,BLQ,420.0,Unf,0.0,490.0,910.0,GasA,TA,Y,FuseA,910,648,0,0.0,0.0,1,1,4,1,TA,6,Typ,0,,Attchd,1950.0,Unf,1.0,282.0,TA,2.0,Y,289,0,0,0,0,0,,MnPrv,,0,6,2007,WD ,Normal,910205130.0,210 S HAZEL AVE,42.02139874,-93.62665305,6,2.8000000000000003
